patientID,phone
0420292110,176043998377758
7945168042,803842248302783
7945168042,968878640041648
4223560023,564833541648386
4223560023,074690384819265
3694043388,813131731449550
3694043388,355128782781116
3694043388,054296751925963
1686373031,142061647520277
1686373031,418466362891267
9601424758,797275299678803
9601424758,339323144395476
9601424758,400826523083794
6709916788,233062184709603
6709916788,209809287523328
7716920786,339111721330165
7716920786,726429200795008
2221771318,344780658314959
2221771318,900489955504512
2221771318,903041402585712
4447893638,033531916389373
0388490381,351268372311415
0388490381,395629705344313
5625694343,533961634981294
5625694343,840329587749994
5625694343,826435391870500
7137724098,240686849842693
7137724098,740203546366938
5168749124,837325723085547
5168749124,345735288977054
6779578328,250292094976152
4531519191,820130813102728
4531519191,603272877455426
4531519191,740749817112184
9434963795,975692719148623
9434963795,693075786566162
5524938489,216061758338050
3361998280,794340494511138
3361998280,060980728318806
4028041940,632278082499273
4028041940,623794629988005
4028041940,188604308800783
3919537018,781052282978097
3919537018,937454014792201
9673895022,319005468620212
9673895022,419870596249787
6575046049,473808093714863
6575046049,715289580683555
6575046049,198284487635524
0599367886,400908712803379
4275687787,228146853760497
8166732277,652132864427923
8166732277,524953626831445
8166732277,897887021344786
8190497151,546929343814051
3850401275,910921401213043
3475945275,872025921948335
3475945275,603700613029419
3475945275,107962918507763
8163341920,591945977585772
9480515534,584452992335576
9480515534,944899397664882
9480515534,396237568931012
2694057509,860375003247706
1960437914,996045800956016
1960437914,171594669755677
2554373266,590232045583804
4732547994,341938431676316
3909590665,800370053198363
3909590665,638792595042868
6881449256,382930439603710
6881449256,268291214338987
6881449256,707866746130220
8344829242,616100722268803
8344829242,448227860278002
0412341912,070133401124435
0412341912,639821967714703
0412341912,240140373062888
3082557531,233385230754660
3082557531,088449340843428
6769594583,313847411966089
6769594583,929247499340446
2291976889,182852180435752
2291976889,073212088526750
2291976889,227551428477272
9711838886,732669026238910
9711838886,003062958013233
9143896184,058810784534547
9143896184,909026414518054
9143896184,928867512502467
4253971564,327946843785899
4253971564,421081261096597
4253971564,791935135573829
4414122772,395648932051610
4414122772,001470980685419
3464037743,389964584331998
2191047012,178961678510605
5731146746,863429270564492
4070976493,107818565029208
5244988876,597303043009314
5244988876,681031571822393
5578179765,354267846677052
5077525675,602283878208163
6890901560,169818075206995
6890901560,637673790313182
6890901560,092338415033324
1314400903,710148902107845
8236661467,212355810874870
8236661467,406064817724022
8236661467,223621040216827
7727931611,571951014305549
7727931611,129720825431017
2263067604,638463958697099
0940652149,582028752488852
0940652149,552460952313642
7207319732,716083133256415
2776976897,836891290786156
2776976897,121446408172941
2776976897,733785144032423
3511380390,034165564112331
3511380390,567476224123054
3511380390,085627044350418
7382227863,355448180156252
8095176720,026996217845004
8095176720,430606904484798
1940508831,450337281130991
1940508831,060135914476364
1940508831,586518525552091
4263582943,270438424155304
7117368757,227657941223500
7117368757,542757289423820
9810975934,971463240864064
9810975934,509342005976263
0933919680,305419894320158
0933919680,133136747590566
7721348430,798511746236886
9130535186,336054398073992
9130535186,725265932677382
9130535186,021322240620059
5349163838,238150017803525
5349163838,862204391120814
5349163838,442760911233782
3850679605,820725636982179
3966244226,785248465341430
0759427388,503353257308208
3991487333,831063254995151
4051815644,762089990615842
4051815644,369599162035150
7915350779,009558885630583
7915350779,460746315552594
7706685497,299438703673232
7706685497,649487397539281
7706685497,089696979737543
9408967952,906076646899463
9408967952,044877171518459
3812814069,019429613201894
1445241791,971198220220894
6026990273,684767125934735
6026990273,561485437327853
6026990273,339251833355992
9886280688,945047833978704
9886280688,393095550996622
0809854149,906363497176228
0809854149,198871401848386
1918115308,358419388039789
1918115308,249162062392651
1918115308,624164709208216
5946683977,295332005238561
5946683977,083204974991513
5946683977,988289746474642
9364297031,974572040235824
4218174020,925285582430873
4218174020,703432191062090
4218174020,718728164676361
1181424408,198490396739105
1181424408,432881819452222
1181424408,553973651591717
1449004271,003453204856689
1449004271,187658236434134
8489138033,423642617957155
8489138033,801344152454456
7986591806,767468480259547
7986591806,835980813542538
7986591806,718431729224932
2267652687,419522257782317
9998885714,413264816690366
2269185651,600403329405691
2269185651,101892396665257
2269185651,453573050164314
4462675506,363235282765375
4462675506,249736651323527
4462675506,180882437600844
4215227108,302322004222782
7150827996,386990309477778
7150827996,721918486396348
8764250171,455258012890404
4900316820,812419171385893
4900316820,166571245556230
4900316820,360895075345259
2607203976,512270714894880
4502769054,192936327734292
4502769054,322249241802005
7851018375,446443916680866
7851018375,090938539968583
7851018375,776650853441010
3067811980,109847706225919
3067811980,580170130100745
6771689260,712081906102774
6771689260,595990667482865
6771689260,761025890133173
8255641210,465669652505854
8255641210,175894677982497
4575101839,681817497249798
4575101839,562666749119288
6515344973,749347448399666
6515344973,122705636391300
7791327551,070558680593497
7791327551,493687631499328
7791327551,435817213855330
5641994510,575420573109995
5641994510,609332550547437
5641994510,043966484569552
8489934317,179059780667987
9297049842,639209157893027
9297049842,825359793537184
1478501188,499129136127272
1478501188,584231541866049
1478501188,037253984048139
3637328272,653370794297591
0535962435,831989767109240
5971277603,633158051872564
5971277603,135494953304364
5971277603,033030501586337
7667920002,893209127817368
0216804576,580930096600282
0216804576,789825051501654
0216804576,475946961496763
8535038194,052436727207259
8535038194,979676628688852
